Players,club,age,Position,short_passing,dribbling,long_passing,ball_control,interceptions,positioning,vision,marking,gk_handling,gk_reflexes,Goals-16/17,A-16/17,CS-16/17,Yellow-16/17,Red-16/17,Off-16/17,Pen_SV-16/17,Pen_M-16/17,Goals_conceded-16/17,OG-16/17,Apps-16/17,Form-16/17,Goals-15/16,A-15/16,CS-15/16,Yellow-15/16,Red-15/16,Off-15/16,Pen_SV-15/16,Pen_M-15/16,Goals_conceded-15/16,OG-15/16,Apps-15/16,Form-15/16
Paulo Dybala,Juventus,23,Forward,83,92,71,93,24,84,84,14,4,8,11,7,0,2,0,17,0,0,0,0,31,4.2258064516000005,19,9,0,2,0,20,0,0,0,0,34,5.3823529412
Pavel Kaderabek,TSG 1899 Hoffenheim,25,Midfielder,75,74,69,76,69,55,64,74,11,7,0,3,0,2,0,2,0,0,0,0,23,2.2608695652,0,1,0,2,0,3,0,0,0,0,28,1.9285714286000002
Pedro Leon,SD Eibar,30,Midfielder,80,84,82,85,43,74,82,34,12,16,10,5,0,5,0,9,0,1,0,0,37,3.4864864864999996,2,4,0,5,0,17,0,1,0,0,31,2.2258064516
Pedro Mendes,Montpellier Herault SC,26,Defender,45,60,50,60,74,25,32,75,6,10,0,0,6,6,0,2,0,0,20,0,19,2.6315789474,0,0,3,5,0,2,0,0,29,0,22,1.8181818182
Pedro Obiang,West Ham United,25,Midfielder,80,74,79,78,76,62,78,70,7,7,1,1,0,7,0,5,0,0,0,0,22,2.0,0,1,0,2,0,4,0,0,0,0,24,1.5
Pedro Pereira,SL Benfica,19,Defender,64,65,57,68,67,65,55,70,6,12,0,0,2,5,0,1,0,0,14,0,12,1.6666666666999999,0,1,0,0,0,3,0,0,16,0,9,1.4444444444
Per Mertesacker,Arsenal,32,Defender,66,39,58,64,86,43,58,85,13,8,0,0,0,0,0,0,0,0,1,0,1,1.0,0,0,9,1,1,1,0,0,24,0,24,3.0
Perparim Hetemaj,Chievo Verona,30,Midfielder,78,77,76,78,73,73,76,68,11,6,0,0,0,6,0,4,0,0,0,0,23,1.6521739130000002,1,0,0,8,0,4,0,0,0,0,28,1.8214285713999998
Peter Crouch,Stoke City,36,Forward,75,64,63,77,23,82,74,31,14,14,7,3,0,3,0,5,0,0,0,0,27,3.0,0,1,0,0,0,0,0,0,0,0,11,1.6363636363999998
Peter Niemeyer,SV Darmstadt 98,33,Midfielder,68,35,58,57,78,31,57,73,6,11,0,0,0,6,0,5,0,0,0,0,15,1.4666666667,2,0,0,12,0,11,0,0,0,0,31,1.935483871
Peter Pekarik,Hertha BSC Berlin,30,Defender,75,73,64,76,69,54,49,79,12,10,1,1,10,3,0,3,0,0,45,0,31,2.6451612903,0,1,3,1,0,1,0,0,16,0,12,2.6666666667
Petr Cech,Arsenal,35,Goalkeeper,35,12,33,22,23,13,53,11,87,81,0,0,12,2,0,1,0,0,39,1,35,2.7714285714,0,0,16,0,0,0,0,0,31,0,34,3.5
Phil Jones,Manchester United,25,Defender,75,60,67,68,82,42,59,78,8,11,0,0,5,2,0,1,0,0,14,0,18,3.0,0,0,2,0,0,2,0,0,8,0,10,2.7
Philipp Max,FC Augsburg,23,Defender,69,72,59,74,67,58,54,67,12,11,1,2,2,4,0,9,0,0,39,1,25,1.84,0,0,9,3,0,3,0,0,38,0,26,2.3846153846
Philipp Ochs,TSG 1899 Hoffenheim,20,Forward,68,67,57,68,48,57,56,42,10,13,0,0,0,1,0,1,0,0,0,0,3,1.3333333333,0,1,0,0,0,5,0,0,0,0,12,1.75
Philipp Wollscheid,FC Metz,28,Defender,68,33,60,46,74,38,52,74,7,13,0,0,2,1,0,0,0,0,16,0,9,1.0714285714,0,0,10,2,0,1,0,0,44,0,31,2.4516129032
Pierluigi Gollini,Atalanta,22,Goalkeeper,31,18,25,24,18,12,30,15,59,76,0,0,2,1,0,0,0,0,1,0,3,4.3333333333,0,0,2,2,0,0,0,0,44,0,26,1.4230769231
Pierre Bengtsson,FC Kbenhavn,29,Defender,73,69,69,73,63,66,64,68,10,11,1,1,7,0,0,2,0,0,44,1,30,2.3666666667,0,0,4,1,0,2,0,0,21,0,16,2.25
Pierre Emerick Aubameyang,Borussia Dortmund,28,Forward,77,82,64,82,48,89,77,28,9,9,31,2,0,3,0,5,0,2,0,0,32,6.78125,25,5,0,4,0,9,0,1,0,0,31,6.2258064516
Pierre-Michel Lasogga,Leeds United,25,Forward,43,64,27,66,29,77,56,21,13,7,1,0,0,2,0,3,0,0,0,0,20,1.4,8,2,0,5,0,12,0,0,0,0,30,3.0666666667
Pierre-Yves Polomat,AJ Auxerre,23,Defender,65,62,59,63,65,52,57,65,10,16,0,1,1,2,0,0,0,0,14,0,12,2.0,0,0,3,2,0,0,0,0,16,0,15,2.2
Pierrick Capelle,Angers SCO,30,Midfielder,74,76,70,76,74,75,72,64,12,16,2,1,0,4,0,12,0,0,0,0,32,1.90625,4,0,0,4,1,12,0,0,0,0,28,2.0
Piotr Zielinski,Napoli,23,Midfielder,81,84,77,84,70,75,82,48,9,6,5,7,0,4,0,8,0,0,0,0,36,2.6666666667,5,5,0,6,0,9,0,0,0,0,35,2.9714285713999997
Pirmin Schwegler,Hannover 96,30,Midfielder,79,73,78,74,78,68,78,67,16,6,0,1,0,1,0,0,0,0,0,0,10,1.4,0,0,0,5,0,6,0,0,0,0,21,1.5238095238
Presnel Kimpembe,Paris Saint-Germain,21,Defender,69,60,59,70,78,34,39,79,8,9,0,0,13,7,0,0,0,0,9,0,19,4.2105263158,0,0,4,1,0,1,0,0,2,0,6,4.3333333333
Prince Oniangue,Wolverhampton Wanderers,28,Defender,70,65,66,69,71,66,68,67,12,11,3,0,1,2,0,3,0,0,28,0,15,2.2,4,1,2,3,0,4,0,0,39,1,27,2.2962962963
Rachid Ghezzal,AS Monaco,25,Midfielder,76,81,71,80,27,73,77,28,6,15,2,2,0,2,0,11,0,0,0,0,26,2.1153846154,8,8,0,5,0,5,0,0,0,0,29,3.5862068966000002
Rade Krunic,Empoli,23,Midfielder,76,76,72,78,41,64,70,40,9,14,2,1,0,10,0,12,0,0,0,0,32,2.0,1,0,0,3,0,4,0,0,0,0,15,1.4666666667
Radja Nainggolan,Roma,29,Midfielder,84,80,81,85,86,88,76,78,11,11,11,5,0,2,0,13,0,0,0,0,37,3.7837837838,6,2,0,11,0,5,0,0,0,0,35,2.6571428571
Rafael Da Silva,Urawa Red Diamonds,25,Defender,65,73,61,74,25,67,72,27,8,7,0,3,8,7,0,3,0,0,37,0,27,2.5185185185,1,2,2,8,0,6,0,0,29,0,21,2.1904761905
Rafael Toloi,Atalanta,26,Defender,63,55,65,62,80,36,48,78,12,8,0,0,11,7,0,2,0,0,37,0,32,2.65625,1,0,6,7,0,2,0,0,34,1,24,2.0416666667
Raffael,Borussia Monchengladbach,32,Forward,84,87,77,87,53,82,83,29,10,14,7,0,0,1,0,9,0,0,0,0,20,3.6,14,11,0,2,0,12,0,0,0,0,31,5.2258064516000005
Raffaele Maiello,Frosinone,25,Midfielder,72,66,68,74,54,60,65,43,11,12,0,0,0,0,0,1,0,0,0,0,1,2.0,0,0,0,1,0,3,0,0,0,0,12,1.25
Raheem Sterling,Manchester City,22,Midfielder,81,85,67,84,26,81,75,48,12,9,7,6,0,7,0,13,0,0,0,0,33,3.2727272726999996,6,2,0,1,0,15,0,0,0,0,31,2.8709677419
Ralf Fahrmann,FC Schalke 04,28,Goalkeeper,25,15,26,24,23,11,42,12,86,87,0,0,8,2,0,0,4,0,40,0,34,3.0588235294,0,0,8,1,0,1,1,0,49,0,34,2.3823529412
Ramiro Funes Mori,Everton,26,Defender,67,63,55,68,74,49,47,75,9,7,0,1,7,0,0,0,0,0,24,0,23,2.8260869564999997,4,1,6,4,1,0,0,0,43,0,28,2.5357142857
Ramy Bensebaini,Stade Rennais FC,22,Defender,65,65,62,67,75,44,55,71,13,14,0,0,7,5,2,4,0,0,28,0,25,2.24,2,0,0,7,0,6,0,0,28,0,22,1.7272727273
Raphael Guerreiro,Borussia Dortmund,23,Defender,83,83,74,83,85,76,79,74,6,8,6,2,1,0,0,9,0,0,28,0,24,3.4166666667000003,3,1,4,3,0,6,0,0,47,0,34,2.3235294118
Raphael Varane,Real Madrid CF,24,Defender,75,57,76,77,82,44,56,84,11,14,1,2,7,1,0,4,0,0,19,0,23,3.5652173913,0,0,9,6,0,0,0,0,24,0,26,2.8076923077
Raul Albiol,Napoli,31,Defender,71,54,65,67,83,30,49,85,6,8,0,1,9,8,0,1,0,0,27,0,27,2.8148148148,1,1,14,10,0,0,0,0,31,1,36,3.1666666667000003
Raul Bobadilla,Borussia Monchengladbach,30,Forward,73,80,59,80,27,76,64,21,13,11,4,2,0,1,0,6,0,0,0,0,19,3.0526315789,4,2,0,4,0,11,0,0,0,0,28,2.5
Raul Lizoain,UD Las Palmas,26,Goalkeeper,15,12,22,15,17,16,33,12,76,72,0,0,3,1,0,0,0,0,27,0,13,1.5384615385,0,0,2,0,0,0,0,0,13,0,8,2.0
Recio,Malaga CF,26,Forward,81,72,76,77,78,75,76,69,14,9,3,2,0,10,0,6,0,0,0,0,18,2.5,0,4,0,16,0,8,0,0,0,0,33,1.8484848484999998
Remi Walter,OGC Nice,22,Midfielder,81,72,77,77,72,52,76,69,7,16,0,1,0,0,0,2,0,0,0,0,22,1.8181818182,0,0,0,0,0,3,0,0,0,0,12,1.5
Remo Freuler,Atalanta,25,Midfielder,78,73,74,76,70,77,73,56,8,13,5,4,0,5,0,3,0,0,0,0,33,2.8484848485,0,0,0,0,0,2,0,0,0,0,6,1.8333333333000001
Remy Cabella,AS Saint-Etienne,27,Midfielder,75,80,73,78,56,67,72,47,16,7,2,4,0,4,0,12,0,0,0,0,29,2.2068965517,5,3,0,9,0,15,0,0,0,0,34,2.6176470588
Remy Riou,Alanyaspor,29,Goalkeeper,42,12,34,23,28,18,39,14,71,75,0,0,5,0,0,0,0,0,34,0,22,2.1363636364,0,1,14,2,0,0,1,0,34,0,32,3.4375
Renato Civelli,Banfield,33,Defender,58,31,56,62,71,46,48,77,6,10,1,0,3,4,0,0,0,0,18,0,13,2.3076923077,0,0,14,6,2,1,0,0,24,0,32,3.1875
Renaud Cohade,FC Metz,32,Midfielder,78,73,76,76,66,71,77,58,16,9,1,4,0,11,1,6,0,0,0,0,33,2.0606060606,0,2,0,3,0,9,0,0,0,0,19,1.8947368421000002
Rene Adler,1. FSV Mainz 05,32,Goalkeeper,39,13,36,20,17,7,38,12,77,80,0,1,5,1,0,0,1,0,38,0,19,2.1578947368,0,1,5,3,1,1,0,0,36,0,24,2.0
Rene Krhin,FC Nantes,27,Midfielder,72,59,68,70,72,53,64,61,10,5,0,0,0,0,0,4,0,0,0,0,12,1.9166666666999999,0,0,0,3,0,4,0,0,0,0,24,1.5416666666999999
Rey Manaj,Granada CF,20,Forward,59,63,39,69,12,69,49,18,10,14,1,0,0,2,0,3,0,0,0,0,12,1.5833333333000001,0,0,0,1,0,0,0,0,0,0,4,0.75
Ricardo Alvarez,Sampdoria,29,Midfielder,76,79,76,79,53,72,72,45,11,10,2,2,0,2,0,7,0,0,0,0,21,2.1904761905,1,1,0,3,0,6,0,0,0,0,13,2.0769230769
Ricardo Pereira,FC Porto,23,Forward,80,83,78,78,79,78,75,78,12,11,2,4,0,2,0,3,0,0,0,0,24,2.7916666667000003,0,4,0,6,0,1,0,0,0,0,27,2.2222222222
Ricardo Rodriguez,Milan,24,Defender,78,76,79,78,81,68,74,76,13,11,2,3,7,1,0,2,0,0,40,0,25,2.96,2,3,4,3,0,1,0,0,38,0,24,2.5416666667
Riccardo Fiamozzi,Bari,24,Defender,66,63,66,61,55,53,51,61,15,15,0,0,1,0,0,0,0,0,1,0,4,3.25,0,0,2,1,0,1,0,0,14,0,8,1.5
Riccardo Meggiorini,Chievo Verona,31,Forward,72,76,54,78,23,80,74,22,6,5,3,0,0,6,0,15,0,0,0,0,27,2.0740740741,5,7,0,8,1,14,0,0,0,0,26,3.0769230769
Riccardo Saponara,Fiorentina,25,Midfielder,82,83,76,85,30,78,83,26,3,3,4,3,0,5,0,8,0,0,0,0,29,2.5862068966,5,11,0,5,1,12,0,1,0,0,33,3.4242424242
Rio Mavuba,Sparta Praha,33,Midfielder,76,65,73,73,76,49,64,75,9,7,0,0,0,4,1,10,0,0,0,0,18,1.3888888889,0,0,0,5,0,3,0,0,0,0,35,1.7428571429
Riyad Mahrez,Leicester City,26,Midfielder,78,88,74,88,38,79,79,25,9,6,6,3,0,4,0,15,0,1,0,0,36,2.8333333332999997,17,12,0,1,0,24,0,2,0,0,37,5.1081081081
Robert Bauer,SV Werder Bremen,22,Midfielder,71,70,68,72,75,50,58,74,7,15,1,3,0,5,0,5,0,0,0,1,27,2.1481481481,1,0,0,5,0,2,0,0,0,0,24,1.75
Robert Beric,RSC Anderlecht,26,Forward,72,69,67,74,38,83,70,43,11,16,6,0,0,0,0,11,0,1,0,0,22,3.0909090909,3,0,0,1,0,2,0,0,0,0,10,3.1
Robert Lewandowski,FC Bayern Munich,28,Forward,83,85,65,89,39,91,78,25,6,10,30,5,0,5,0,3,0,0,0,0,33,6.7878787878999995,30,2,0,2,0,3,0,0,0,0,32,6.71875
Roberto Firmino,Liverpool,25,Midfielder,83,87,75,85,37,84,83,30,11,10,11,7,0,5,0,7,0,0,0,0,35,4.0,10,6,0,1,0,17,0,0,0,0,31,3.935483871
Roberto Gagliardini,Inter,23,Defender,80,76,74,78,79,70,78,70,6,9,2,3,6,7,0,5,0,0,38,0,31,2.7419354839,0,0,0,0,0,1,0,0,1,0,1,2.0
Roberto Hilbert,SpVgg Greuther Furth,32,Midfielder,74,70,69,74,74,69,62,73,8,10,0,0,0,2,0,1,0,0,0,0,7,1.7142857143,0,1,0,1,0,4,0,0,0,0,12,1.9166666666999999
Roberto Ibanez,Valencia CF,24,Midfielder,72,76,67,73,53,68,72,41,10,11,2,1,0,0,0,1,0,0,0,0,5,3.8,0,1,0,4,0,7,0,0,0,0,18,1.3333333333
Roberto Inglese,Chievo Verona,25,Forward,65,66,35,76,19,78,42,13,11,7,10,4,0,0,0,15,0,1,0,0,34,3.4117647058999996,3,1,0,3,0,8,0,0,0,0,26,2.1153846154
Roberto Insigne,Parma,23,Forward,70,70,67,68,18,67,69,19,9,12,0,0,0,0,0,0,0,0,0,0,2,2.0,0,0,0,0,0,2,0,0,0,0,3,2.0
Roberto Pereyra,Watford,26,Midfielder,83,82,76,83,72,76,81,64,5,8,2,2,0,2,1,3,0,0,0,0,13,2.7692307692,0,1,0,0,0,6,0,0,0,0,13,1.9230769231
Roberto Rosales,Malaga CF,28,Defender,75,77,68,79,73,69,63,66,12,8,1,2,6,5,0,0,0,0,47,0,32,2.28125,0,3,12,5,0,1,0,0,32,0,35,3.2285714286
Roberto Soriano,Villarreal CF,26,Midfielder,83,81,78,82,69,74,84,48,10,13,10,5,0,8,1,21,0,0,0,0,33,3.5757575758,8,4,0,7,0,14,0,0,0,0,37,3.1081081081
Roberto Vitiello,Ternana,34,Defender,55,47,54,61,76,44,48,71,7,6,0,0,0,2,0,4,0,0,13,0,5,0.0,0,0,3,3,1,1,0,0,12,1,10,1.8
Robin Knoche,VfL Wolfsburg,25,Midfielder,66,42,69,57,79,37,39,78,10,9,1,1,0,2,0,2,0,0,0,0,23,2.1739130435,1,0,0,1,0,1,0,0,0,0,11,2.1818181818
Robin Quaison,1. FSV Mainz 05,23,Midfielder,75,77,71,77,55,70,71,55,8,13,5,0,0,5,0,9,0,0,0,0,28,2.2647058824,1,2,0,5,0,10,0,0,0,0,30,1.6666666666999999
Rodrigo Ely,Deportivo Alaves,23,Defender,54,50,52,52,74,22,22,77,10,11,1,0,3,4,0,1,0,0,9,0,10,1.45,0,0,0,2,0,0,0,0,7,1,3,-1.3333333333
Rodrigo de Paul,Udinese,23,Midfielder,78,81,71,79,28,64,70,38,12,14,3,2,0,7,1,20,0,0,0,0,34,2.2647058824,1,0,0,3,0,6,0,0,0,0,14,1.7857142857
Rolando,Olympique de Marseille,31,Defender,68,57,65,63,77,45,47,75,8,15,4,0,14,2,0,0,0,0,32,0,30,3.9,1,0,2,4,0,1,0,0,26,0,20,2.0
Romain Alessandrini,LA Galaxy,28,Midfielder,70,77,68,77,33,72,73,25,12,9,0,0,0,1,0,2,0,0,0,0,6,1.3333333333,5,4,0,1,2,11,0,0,0,0,22,3.0909090909
Romain Bregerie,FC Ingolstadt 04,30,Defender,63,46,61,55,66,33,51,71,11,14,3,0,1,3,1,0,0,0,26,0,17,2.1764705882,0,0,2,3,1,2,0,0,21,0,22,1.8636363636000002
Romain Danze,Stade Rennais FC,30,Midfielder,75,69,73,70,78,59,66,70,10,7,0,2,0,2,0,0,0,0,0,0,35,2.0857142857,0,3,0,3,0,4,0,0,0,0,21,2.1904761905
Romain Genevois,SM Caen,29,Defender,64,56,55,59,68,19,55,70,8,13,0,0,3,1,0,2,0,0,22,0,12,1.6666666666999999,1,0,2,4,0,1,0,0,14,1,14,2.2142857143
Romain Hamouma,AS Saint-Etienne,30,Midfielder,78,79,75,80,39,76,75,42,11,13,7,5,0,2,0,6,0,0,0,0,29,3.4137931033999998,3,3,0,3,0,8,0,0,0,0,24,2.5833333333
Romain Philippoteaux,AJ Auxerre,29,Midfielder,69,75,63,73,71,76,69,38,10,13,2,1,0,3,0,15,0,0,0,0,30,1.9333333333000002,0,3,0,3,0,12,0,0,0,0,31,1.7096774194
Romain Thomas,Angers SCO,29,Defender,76,28,72,72,82,28,37,79,7,10,1,0,8,5,1,0,0,0,47,0,36,2.2777777778,2,0,16,8,0,1,0,0,33,0,36,3.5
Roman Burki,Borussia Dortmund,26,Goalkeeper,37,16,24,23,18,10,50,14,83,85,0,0,9,2,0,0,0,0,29,0,27,2.8518518519,0,0,12,1,0,0,0,0,34,0,33,3.0303030303
Roman Weidenfeller,Borussia Dortmund,36,Goalkeeper,31,12,20,19,13,8,32,11,80,77,0,0,0,0,0,0,0,0,11,0,7,1.4285714286000002,0,0,1,0,0,0,0,0,0,0,1,6.0
Romelu Lukaku,Manchester United,24,Forward,71,78,68,75,27,87,73,27,15,10,25,6,0,3,0,2,0,0,0,0,37,5.7567567568,18,7,0,3,0,8,0,1,0,0,37,4.8378378377999995
Ron-Robert Zieler,VfB Stuttgart,28,Goalkeeper,25,12,22,22,21,15,39,11,80,81,0,0,1,0,0,0,0,0,16,0,9,1.4444444444,0,0,5,3,0,0,0,0,62,0,34,1.5294117647
Ronael Pierre-Gabriel,AS Saint-Etienne,19,Midfielder,65,71,53,68,68,50,55,66,10,10,0,0,0,4,0,4,0,0,0,0,14,1.5,0,0,0,0,0,2,0,0,0,0,5,1.8
Ronny Rodelin,SM Caen,27,Midfielder,72,75,70,77,54,76,72,33,13,10,9,4,0,4,0,7,0,1,0,0,37,3.2162162162,10,3,0,1,0,13,0,0,0,1,35,3.5428571429000004
Rony Lopes,AS Monaco,21,Midfielder,77,82,72,79,29,74,76,30,10,11,4,5,0,2,0,8,0,0,0,0,25,3.2,2,1,0,1,0,6,0,0,0,0,14,2.3571428571
Roque Mesa,Swansea City,28,Midfielder,89,72,80,82,81,67,75,72,8,9,1,2,0,13,0,5,0,0,0,0,35,1.9142857143,1,2,0,12,0,14,0,0,0,0,34,1.9705882353
Ross Barkley,Everton,23,Midfielder,84,85,78,87,45,71,81,56,14,10,5,8,0,5,0,13,0,0,0,0,36,3.1111111111,8,9,0,4,0,14,0,0,0,0,38,3.6052631579
Ruben Blanco,RC Celta de Vigo,21,Goalkeeper,35,17,29,10,22,11,33,12,74,71,0,0,2,2,0,0,0,0,15,0,11,2.0,0,0,3,1,1,1,1,0,12,0,8,2.75
Ruben Duarte,Deportivo Alaves,21,Defender,74,57,55,71,67,43,31,74,12,9,0,0,0,1,0,1,0,0,8,0,3,-0.6666666667,0,1,4,5,0,2,0,0,42,0,22,1.5454545455000002
Ruben Loftus-Cheek,Crystal Palace,21,Midfielder,76,71,74,76,62,68,70,64,7,13,0,0,0,0,0,0,0,0,0,0,6,1.0,1,0,0,0,0,2,0,0,0,0,13,1.6923076923
Ruben Pardo,Real Sociedad,24,Defender,85,79,84,80,64,68,80,53,13,7,1,0,2,2,0,9,0,0,29,0,19,2.0526315789,0,7,6,7,0,8,0,0,34,0,28,2.7857142857
Ruben Perez,CD Leganes,28,Midfielder,76,62,68,70,79,58,74,63,8,15,0,1,0,12,0,3,0,0,0,0,30,1.5666666666999998,0,2,0,14,0,11,0,0,0,0,31,1.7096774194
Ruben Vezo,Valencia CF,23,Defender,67,47,64,59,80,33,53,75,6,14,0,1,2,3,0,2,0,0,41,1,19,0.9473684211,0,0,3,2,0,0,0,0,15,0,15,2.1333333333
Rudy Gestede,Middlesbrough,28,Forward,61,65,50,71,36,74,42,16,13,7,1,0,0,3,0,3,0,0,0,0,16,1.375,5,2,0,2,0,3,0,0,0,0,32,2.34375
Rune Jarstein,Hertha BSC Berlin,32,Goalkeeper,34,11,34,23,19,15,37,13,81,85,0,0,11,1,0,0,1,0,47,0,34,2.7058823529000002,0,0,12,2,0,0,0,0,35,0,29,2.9310344828
Ryad Boudebouz,Real Betis Balompie,27,Midfielder,83,82,77,81,32,75,87,27,12,14,11,8,0,4,0,4,0,0,0,0,33,4.2727272727,2,11,0,3,0,7,0,1,0,0,38,2.9736842105
Ryan Allsop,Blackpool,25,Goalkeeper,35,12,34,26,28,13,30,20,59,69,0,0,0,0,0,0,0,0,1,0,1,2.0,0,0,0,0,0,0,0,0,3,0,1,-1.0
Ryan Bertrand,Southampton,27,Defender,76,77,70,79,77,63,51,79,13,15,2,4,12,3,0,1,0,0,36,0,28,3.6785714286,1,3,9,6,0,0,0,0,33,0,32,3.0625
Ryan Mason,Hull City,26,Midfielder,79,72,75,74,69,74,74,70,10,14,1,0,0,4,0,7,0,0,0,0,16,1.75,1,0,0,3,0,7,0,0,0,0,22,1.4545454544999998
Ryan Mendes,Kayserispor,27,Forward,66,75,52,68,19,71,66,23,12,9,0,0,0,0,0,2,0,0,0,0,7,1.2857142857,0,0,0,0,0,0,0,0,0,0,4,1.0
Ryan Shawcross,Stoke City,29,Defender,63,42,69,54,80,31,50,79,12,15,1,1,9,6,0,0,0,0,53,2,35,2.1428571429,0,0,7,3,0,1,0,0,31,0,20,2.35
Sabin Merino,Athletic Club de Bilbao,25,Forward,66,80,62,76,42,80,72,20,8,13,1,2,0,2,0,5,0,0,0,0,13,2.0769230769,5,0,0,1,0,8,0,0,0,0,22,2.6818181818
Sadio Diallo,Evkur Yeni Malatyaspor,26,Forward,69,71,65,71,49,66,67,44,14,13,3,3,0,3,0,18,0,0,0,0,28,2.4642857143,2,2,0,2,0,9,0,0,0,0,15,2.5333333333000003
Sadio Mane,Liverpool,25,Midfielder,77,86,71,84,31,84,78,33,10,14,13,5,0,4,0,13,0,0,0,0,27,4.7777777778,11,7,0,5,1,15,0,1,0,0,37,3.5945945945999997
Saido Berahino,Stoke City,23,Forward,62,76,55,77,33,79,54,20,11,15,0,0,0,1,0,9,0,0,0,0,17,1.5882352941,4,1,0,0,0,10,0,2,0,0,31,2.1612903225999998
Salomon Kalou,Hertha BSC Berlin,31,Forward,78,87,68,85,32,83,75,22,9,6,7,4,0,1,0,17,0,0,0,0,26,3.7307692308,14,2,0,2,0,20,0,0,0,0,32,4.25
Salomon Rondon,West Bromwich Albion,27,Forward,69,75,40,78,33,82,53,25,13,14,8,2,0,2,0,11,0,0,0,0,38,3.0,9,3,0,1,1,15,0,0,0,0,34,3.3529411765
Salvatore Sirigu,Torino,30,Goalkeeper,23,15,28,18,20,10,46,16,76,80,0,0,1,1,1,0,3,0,55,0,20,0.95,0,0,2,0,0,0,0,0,0,0,3,5.0
Sam Byram,West Ham United,23,Defender,70,72,65,72,68,65,68,69,9,13,0,1,3,6,0,2,0,0,35,0,18,1.1666666667,0,0,1,3,0,0,0,0,5,0,4,1.25
Sam Field,West Bromwich Albion,19,Midfielder,76,61,73,63,50,55,55,45,9,10,0,0,0,2,0,3,0,0,0,0,8,1.25,0,0,0,0,0,0,0,0,0,0,1,1.0
Sambou Yatabare,Royal Antwerp FC,28,Midfielder,66,71,65,70,67,66,64,60,6,13,0,0,0,0,0,1,0,0,0,0,2,2.0,1,1,0,3,0,5,0,0,0,0,8,2.375
Sami Khedira,Juventus,30,Midfielder,85,78,81,81,86,80,82,76,9,8,5,5,0,2,0,11,0,0,0,0,31,3.2258064516000005,5,4,0,2,1,11,0,0,0,0,20,3.6
Samir,Udinese,22,Defender,63,48,46,67,77,30,42,76,11,14,0,1,5,3,0,4,0,0,24,0,21,2.6190476190000003,1,0,1,1,0,0,0,0,4,0,3,4.0
Samir Handanovic,Inter,32,Goalkeeper,36,18,34,24,22,12,41,17,86,87,0,0,9,4,0,0,1,0,47,1,37,2.4054054054,0,0,15,5,0,0,1,0,34,0,36,3.3055555556
Samu Castillejo,Villarreal CF,22,Midfielder,79,83,76,81,52,81,80,22,16,14,2,4,0,2,0,11,0,0,0,0,33,2.3333333333,1,1,0,4,0,10,0,0,0,0,27,1.8148148147999998
Samuel Umtiti,FC Barcelona,23,Defender,79,69,73,75,86,58,58,80,10,15,1,0,8,4,0,2,0,0,22,1,25,3.04,1,0,11,5,0,2,0,0,26,0,30,3.2666666667000004
Sandro Sirigu,SV Darmstadt 98,28,Defender,66,71,57,66,56,68,57,61,14,13,2,1,1,5,0,5,0,0,56,0,30,1.1333333333,0,2,0,0,0,1,0,0,8,0,6,2.1666666667
Sandro Wagner,TSG 1899 Hoffenheim,29,Forward,54,65,42,74,19,83,47,15,15,12,11,2,0,3,1,6,0,0,0,0,31,3.7419354839,14,3,0,10,0,5,0,2,0,0,31,3.935483871
Sanjin Prcic,Stade Rennais FC,23,Midfielder,76,73,73,73,72,60,72,68,10,12,1,0,0,3,0,5,0,0,0,0,25,1.96,0,0,0,0,0,0,0,0,0,0,2,1.0
Santi Cazorla,Arsenal,32,Midfielder,86,85,83,87,65,79,86,58,9,15,2,2,0,2,0,2,0,0,0,0,8,3.625,0,3,0,3,0,2,0,1,0,0,15,2.2666666667
Santi Mina,Valencia CF,21,Forward,72,78,65,77,58,80,57,58,8,15,6,2,0,2,0,8,0,0,0,0,29,2.6206896552,4,1,0,2,0,12,0,0,0,0,25,2.52
Santiago Gentiletti,Genoa,32,Defender,60,59,65,65,78,29,52,77,9,14,0,1,2,2,0,3,0,0,27,0,15,1.6666666666999999,0,0,6,10,0,0,0,0,28,1,19,1.7894736841999999
Saphir Taider,Bologna,25,Midfielder,78,76,74,76,72,68,74,68,7,16,3,0,0,1,0,4,0,0,0,0,24,2.5,0,1,0,4,0,9,0,0,0,0,28,1.8571428571000002
Sascha Riether,FC Schalke 04,34,Defender,73,68,66,71,72,54,55,72,12,8,0,0,0,0,0,0,0,0,8,0,5,1.0,0,0,4,3,0,0,0,0,25,1,17,1.7058823529
Scott Dann,Crystal Palace,30,Defender,63,38,65,63,79,36,55,76,10,9,3,1,2,2,0,1,0,0,37,0,23,2.3043478261000003,5,1,8,7,0,0,0,0,44,0,35,3.0285714286000003
Sead Kolasinac,Arsenal,24,Midfielder,68,63,49,69,71,62,56,78,9,9,3,5,0,5,0,6,0,0,0,1,25,2.84,1,0,0,5,0,3,0,0,0,0,22,1.8181818182
Seamus Coleman,Everton,28,Defender,78,78,70,78,76,75,70,82,15,7,4,3,10,3,0,1,0,0,28,0,26,4.0769230769,1,4,7,4,0,4,0,0,38,1,28,2.7142857143
Sebastian Cristoforo,Fiorentina,23,Midfielder,76,63,78,69,80,60,70,70,14,15,0,2,0,2,0,6,0,0,0,0,18,1.6111111111,0,1,0,5,0,9,0,0,0,0,21,1.7142857143
